record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
"N","4.2","20250106","WDFW","COOP","04","!04P00217021",,,,,,"2",,"2023","20240329","20240522","3F10510  080049 R04","3F10510  086018 H","3F10510  080178 S","E","H",,,"0.3",,,,,,,"0000","25000",,,,,,,,,"HALL LK (SNOH)","HALLS LAKE PROJECT","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","25000","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1890",,,,,,"2","3","2018","20190603","20190603","2FS  GSVIR2707","2FS  GSVIH0126","2FS  GSVIS0126","F","H","B","FR","1.56",,"N",,,,,"0000","42095",,,,,,,,,"R-Second Lk/GSVI","H-Nanaimo River H","S-Nanaimo R","BC","GST","GSVI","N","0","0","0","42095","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1888",,,,,,"2","3","2018","20190415","20190415","2FN  CCSTR0140","2FN  CCSTH0140","2FN  CCSTS0140","E","H","P","FR","0.55",,"N",,,,,"0000","3295",,,"B",,,,,,"R-Snootli Cr","H-Snootli Creek H","S-Snootli Cr","BC","CEBC","CCST","N","0","0","0","3295","0"
"T","4.2","20250106","WDFW","WDFW","04","636394","13",,,"D","04201300000036","2",,"2011","20130408","20130504","3F21802  220360 R02","3F21802  220360 H","3F21802  220360 S","Y","H","P","VO","29.37","138",,"0000","73041",,,"0000","589",,,,"0.008",,"500",,"BO=MIXED(HxW)","SATSOP R -EF 22.0360","BINGHAM CR HATCHERY","SATSOP R     22.0360","WA","GRAY","GHLC","N","0","73041","0","589","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00217086",,,,,,"2","7","2022","20230314","20230314","3F42001  280059 R","3F42001  2874203","3F42001  270168 S","E","H",,,"0.3",,,,,,,"0000","5600",,,,,,,,,"SALMON CR    28.0059","CLARK COUNTY PUD","LEWIS R      27.0168","WA","LOCR","SAWA","N","0","0","0","5600","0"
"N","4.2","20250115","ADFG","ADFG","01","!01222ADFG17",,,,,,"2",,"2021","20220520","20220520","1F2UC244 3099995","1F2UC247 5010060998","1F2UC247 5010060","G","H","P",,"2.38",,"N",,,,,"0000","1200",,,"V",,,,,,"CENTENNIAL LK","WILLIAM JACK HERNAND","SHIP CR","AK","CEAK","UCI","N","0","0","0","1200","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00217228",,,,,,"2",,"2023","20240522","20240522","3F10510  080010 R","3F10510  080070 H02","3F10510  080178 S","G","H",,,"5.03",,,,,,,"0000","100",,,,,,,,,"SHELLEBERGER 08.0010","WILLOW CR AQUATIC CENTER","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","100","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00217238",,,,,,"2",,"2023","20240419","20240504","3F10107  01-001 R","3F10510  08     H12","3F10510  080178 S","E","H",,,"0.3",,,,,,,"0000","2021",,,,,,,,,"WILLOW CREEK","EDMONDS STREAM TEAM","ISSAQUAH CR  08.0178","WA","NOWA","BESA","N","0","0","0","2021","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00122262",,,,,,"2","7","2016","20180405","20180405","3F42001  270002 R","3F42001  270002 H","3F42001  270002 S","Y","H",,"FR","27.65","129",,,,,,"5000","103250","0000","197",,,,,,"BO=MIXED(HxW)","KALAMA R     27.0002","KALAMA FALLS HATCHERY","KALAMA R     27.0002","WA","LOCR","LEWI","N","0","0","103250","197","0"
"T","4.2","20250106","WDFW","WDFW","04","636555","13",,,"D","04201400000081","2",,"2012","20140513","20140516","3F10208  031411 R","3F10208  031421 H","3F10208  030176 S","Y","H","P","VO","32.39","141",,"5000","43388",,,"5000","527",,,,"0.012",,"334",,"BO=MIXED(HxW)","CASCADE R    03.1411","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","WA","SKAG","UPSK","N","43388","0","527","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00217246",,,,,,"2","7","2023","20240415","20240415","3F21902  240341 R","3F21902  246040 H01","3F21902  240251 S","E","H",,,"0.3",,,,,,,"0000","49000",,,,,,,,"BO=MIXED(HxW)","GREEN CR     24.0341","PACIFIC CO ANGLERS","WILLAPA R    24.0251","WA","WILP","WILR","N","0","0","0","49000","0"
"T","4.2","20250205","CDFO","CDFO","03","184465","12",,,,,"2","3","2018","20200427","20200427","2FS  TOMMR1387","2FS  LWFRH0107","2FS  TOMMS1387","S","H","P","FR","15.5",,"N","5000","37094",,,"5000","5058",,,"B","0.12","32","1000",,,"R-Coldwater R","H-Chilliwack River H","S-Coldwater R","BC","FRTH","LOTR","N","37094","0","5058","0","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00130564",,,,,,"2",,"2017","20180203","20180203","3F10510  090372 R","3F10510  096201 H","3F10510  090001 S02","E","H",,,"0.3",,,,,,,"0000","30000",,,,,,,,,"WALKER CR    09.0372","TU - DES MOINES","GREEN R NATIVE   (9)","WA","MPS","DUWA","N","0","0","0","30000","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00123755",,,,,,"2",,"2016","20180501","20180501","3F10510  080178 R","3F10510  080178 H","3F10510  080178 S","Y","H",,"FR","25.62","132",,,,,,"5000","20765","0000","400",,,,,,"BO=MIXED(HxW)","ISSAQUAH CR  08.0178","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","20765","400","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00217254",,,,,,"2",,"2023","20240605","20240606","3F10511  100432 R","3F10511  1074170E","3F10511  100021 S",,"H",,,"0.9",,,,,,,"0000","141",,,,,,,,"BO=MIXED(HxW)","WILKESON CR  10.0432","WILKESON ES(WILKESON","PUYALLUP R   10.0021","WA","MPS","PUYA","N","0","0","0","141","0"
"N","4.2","20250115","ADFG","KRAA","01","!01222KRAA04",,,,,,"2","3","2020","20220419","20220528","1F4KD259 1010020","1F4KD259 1010020","1F4KD259 1010020999","S","H","P",,"10.7",,"N",,,,,"0500","92038",,,"W",,,,,,"PILLAR CR 259-10","PILLAR CREEK","PILLAR CREEK H","AK","WEAK","KODI","N","0","0","0","92038","0"
"T","4.2","20250205","CDFO","CDFO","03","186602","12",,,,,"2","3","2021","20230503","20230503","2FS  GSVIR0100","2FS  GSVIH0100","2FS  GSVIS0100","S","H","B","FR","17.59","115","N","5000","104793",,,"5000","4026",,,"B","0.037","3","1564",,,"R-Big Qualicum R","H-Big Qualicum River H","S-Big Qualicum R","BC","GST","GSVI","N","104793","0","4026","0","0"
"T","4.2","20250205","CDFO","CDFO","03","182794","12",,,,,"2","3","2016","20180618","20180618","2FS  JNSTR0106","2FS  JNSTH0106","2FS  JNSTS0106","S","H","B","FR","35.01","148","N","5000","8893",,,"0000","7012","5000","42","B","0.0047","13","427",,,"R-Quinsam R","H-Quinsam River H","S-Quinsam R","BC","JNST","JSVI","N","8893","0","42","7012","0"
"T","4.2","20250205","CDFO","CDFO","03","182795","12",,,,,"2","3","2016","20180618","20180618","2FS  JNSTR0106","2FS  JNSTH0106","2FS  JNSTS0106","S","H","B","FR","35.01","148","N","5000","9020",,,"0000","7113","5000","22","B","0.0024","13","420",,,"R-Quinsam R","H-Quinsam River H","S-Quinsam R","BC","JNST","JSVI","N","9020","0","22","7113","0"
"N","4.2","20250115","ADFG","ADFG","01","!01222ADFG18",,,,,,"2",,"2021","20220520","20220520","1F2UC244 3099999","1F2UC247 5010060998","1F2UC247 5010060","G","H","P",,"2.38",,"N",,,,,"0000","1920",,,"V",,,,,,"ARC LK","WILLIAM JACK HERNAND","SHIP CR","AK","CEAK","UCI","N","0","0","0","1920","0"
"T","4.2","20250106","WDFW","WDFW","04","637658","12",,,"D","04202100001065","2",,"2019","20210503","20210504","3F21902  240356 R","3F21902  240356 H","3F21902  240251 S","Y","H","P","VO","26.68","135",,"0000","38689",,,"0000","144",,,,"0.0037",,"546",,"BO=MIXED(HxW)","FORK CR      24.0356","FORKS CREEK HATCHERY","WILLAPA R    24.0251","WA","WILP","WILR","N","0","38689","0","144","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00135914",,,,,,"2","7","2016","20170401","20170501","3F42001  261085 R","3F42001  270168 H73","3F42001  270168 S","E","H",,,"0.3",,,,,,,"0000","50000",,,,,,,,,"DAVIS CR     26.1085","FISH FIRST RSI","LEWIS R      27.0168","WA","LOCR","COWL","N","0","0","0","50000","0"
"T","4.2","20250106","WDFW","WDFW","04","637673","12",,,"D","04202100001070","2",,"2019","20210415","20210415","3F10412  160005 R","3F10412  160005 H","3F10412  160005 S02","Y","H","P","VO","25.48","133",,"0000","45368",,,"0000","191",,,,"0.0042",,"474",,,"PURDY CR     16.0005","GEORGE ADAMS HATCHERY","GEORGE ADAMS HATCH","WA","HOOD","SKDO","N","0","45368","0","191","0"
"T","4.2","20250106","WDFW","WDFW","04","637912","12",,,"D","04202200001126","2",,"2020","20220401","20220401","3F10511  100414 R","3F10511  100414 H","3F10511  100021 S","Y","H","P","VO","24.92","125",,"5000","48223","0000","87","5000","769","0000","1",,"0.0157",,"508",,"BO=MIXED(HxW)","VOIGHT CR    10.0414","VOIGHTS CR HATCHERY","PUYALLUP R   10.0021","WA","MPS","PUYA","N","48223","87","769","1","0"
"T","4.2","20250106","WDFW","WDFW","04","638012","12",,,"D","04202200001138","2","3","2020","20220401","20220415","3F42001  270168 R01","3F42001  270168 H","3F42001  270168 S04","Y","H","P","VO","28.17","137",,"5000","74260","0000","149",,,,,,,,"500",,,"LEWIS R -NF  27.0168","LEWIS RIVER HATCHERY","LEWIS RIVER HATCHERY","WA","LOCR","LEWI","N","74260","149","0","0","0"
"T","4.2","20250106","WDFW","WDFW","04","638018","12",,,"D","04202200001141","2",,"2020","20220331","20220331","3F21703  200096 R02","3F21703  200096 H02","3F21703  200096 S02","Y","H","P","FR","26.06","133",,"5000","73848","0000","761","5000","506","0000","5",,"0.0068",,"293",,"BO=MIXED(HxW)","SOL DUC R   20.0096","SOLDUC HATCHERY","SOL DUC R   20.0096","WA","NWC","QUHO","N","73848","761","506","5","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00139700",,,,,,"2",,"2017","20190507","20190507","3M21802  888220 R","3M21802  888220 H","3F21802  220360 S","Y","H",,,"28.96","148",,,,,,"5000","60173","0000","127",,,,,,"BO=MIXED(HxW)","WESTPORT BOAT BASIN","WESTPORT NET PENS","SATSOP R     22.0360","WA","GRAY","GHLC","N","0","0","60173","127","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00141641",,,,,,"2",,"2018","20190529","20190529","3F10308  070012 R02","3F10308  0771243E","3F10308  070012 S02",,"H",,,"0.9",,,,,,,"0000","180",,,,,,,,"BO=MIXED(HxW)","SKYKOMISH R  07.0012","SKYKOMISH SD 404","SKYKOMISH R  07.0012","WA","NPS","SNOH","N","0","0","0","180","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1985",,,,,,"2","3","2019","20200401","20200524","2FS  GSMNR6478","2FS  GSMNH1363","2FS  GSMNS0153","F","H","B",,,,"N",,,,,"0000","415",,,"B",,,,,,"R-Brackendale Cr","H-Howe Sound Schools","S-Tenderfoot Cr","BC",,,"N","0","0","0","415","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1986",,,,,,"2","3","2019","20200401","20200524","2FS  GSMNR0216","2FS  GSMNH1363","2FS  GSMNS0153","F","H","B",,,,"N",,,,,"0000","105",,,"B",,,,,,"R-Cheakamus R","H-Howe Sound Schools","S-Tenderfoot Cr","BC","GST","GSMS","N","0","0","0","105","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00007778",,,,,,"2",,"2011","20120204","20120204","3F10511  090377 R","3F10510  096201 H","3F10510  090072 S","E","H",,,"0.3",,,,,,,"0000","26500",,,,,,,,"BO=MIXED(HxW) AKA NWSSC - DES MOINES","DES MOINES C 09.0377","TU - DES MOINES","BIG SOOS CR  09.0072","WA","MPS","DUWA","N","0","0","0","26500","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00150827",,,,,,"2","7","2018","20191101","20191101","3F42001  280059 R","3F42001  280001 H","3F42001  280159 S",,"H",,,"0.87",,,,,,,"0000","57",,,,,,,,"BO=MIXED(HxW) PLANT REPORT RELEASE LOCATION; ROCK CR (SALMON CR TRIB)","SALMON CR    28.0059","CITY OF VANCOUVER","WASHOUGAL R  28.0159","WA","LOCR","SAWA","N","0","0","0","57","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO11225",,,,,,"2","3","2011","20130422","20130423","2FS  JNSTR0436","2FS  JNSTH0437","2FS  JNSTS0432","S","H","P",,"21.5",,"N",,,,,"0000","20789",,,,,,,,,"R-Nimpkish R Low","H-Gwa'ni H","S-Woss R","BC","JNST","JSVI","N","0","0","0","20789","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1987",,,,,,"2","3","2019","20200401","20200524","2FS  GSMNR0153","2FS  GSMNH1363","2FS  GSMNS0153","F","H","B",,,,"N",,,,,"0000","100",,,"B",,,,,,"R-Tenderfoot Cr","H-Howe Sound Schools","S-Tenderfoot Cr","BC","GST","GSMS","N","0","0","0","100","0"
"N","4.2","20250115","ADFG","VFDA","01","!01172VFDA02",,,,,,"2","3","2015","20170609","20170609","1M2PW221 6099999","1F2PW221 6011360","1F2PW221 6011360999","S","H","P",,"23.3","136","N",,,,,"0500","1766068",,,"B",,,,,,"PORT VALDEZ 221-60","SOLOMON GULCH","SOLOMON GULCH H","AK","CEAK","PWS","N","0","0","0","1766068","0"
"N","4.2","20250115","ADFG","KRAA","01","!01222KRAA05",,,,,,"2","3","2020","20220603","20220603","1M4KD252 31","1F4KD252 31","1F4KD252 3199998","S","H","P",,"13.73",,"N",,,,,"0500","1386835",,,"W",,,,,,"KITOI BAY 252-31","KITOI BAY","KITOI BAY H","AK","WEAK","KODI","N","0","0","0","1386835","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00186445",,,,,,"2",,"2021","20220330","20220330","3F10510  090092 R","3F10510  096065 H","3F10510  090001 S02",,"H",,,"0.9",,,,,,,"0000","1000",,,,,,,,"BO=MIXED(HxW)","LTL SOOS CR  09.0092","WORDAN PROJECT","GREEN R NATIVE   (9)","WA","MPS","DUWA","N","0","0","0","1000","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO11241",,,,,,"2","3","2011","20130608","20130608","2FS  LWFRR2469","2FS  LWFRH2469","2FS  LWFRS0107","S","H","P","FR","26",,"N",,,,,"0000","8000",,,"B",,,,,,"R-Clayburn Cr","H-Clayburn Creek H","S-Chilliwack R","BC","FRTH","LOFR","N","0","0","0","8000","0"
"N","4.2","20250115","ADFG","ADFG","01","!01222ADFG19",,,,,,"2",,"2021","20220520","20220520","1F2UC244 3099994","1F2UC247 5010060998","1F2UC247 5010060","G","H","P",,"2.38",,"N",,,,,"0000","42110",,,"V",,,,,,"ELEPHANT (SPIRIT) LK","WILLIAM JACK HERNAND","SHIP CR","AK","CEAK","UCI","N","0","0","0","42110","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00202856",,,,,,"2",,"2022","20230531","20230531","3F10510  080070 R","3F10510  080070 H02","3F10510  080178 S","G","H",,,"3.1",,,,,,,"0000","7000",,,,,,,,,"NORTH CR     08.0070","WILLOW CR AQUATIC CENTER","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","7000","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1990",,,,,,"2","3","2019","20200401","20200430","2FS  GSMNR1346","2FS  GSMNH1359","2FS  GSMNS0103","F","H","B",,,,"N",,,,,"0000","53",,,"B",,,,,,"R-Terminal Cr","H-West Vancouver Schools","S-Capilano R","BC","GST","GSMS","N","0","0","0","53","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00173852",,,,,,"2","7","2019","20210504","20210505","3F21902  240356 R","3F21902  240356 H","3F21902  240251 S","Y","H",,"VO","26.21","133",,,,,,"5000","36088","0000","273",,,,,,"BO=MIXED(HxW)","FORK CR      24.0356","FORKS CREEK HATCHERY","WILLAPA R    24.0251","WA","WILP","WILR","N","0","0","36088","273","0"
"N","4.2","20250106","WDFW","COOP","04","!04P00205187",,,,,,"2",,"2022","20230506","20230506","3F10510  080059 R","3F10510  080105 H01","3F10510  080178 S",,"H",,,"0.91",,,,,,,"0000","193",,,,,,,,,"SWAMP CR     08.0059","TERRY THORSOS","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","0","193","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO11131",,,,,,"2","3","2011","20120511","20120511","2FS  GSVIR2555","2FS  GSVIH0126","2FS  GSVIS0126","F","H","B","FR","0.5",,"N",,,,,"0000","30815",,,"B",,,,,,"R-Brannen Lk","H-Nanaimo River H","S-Nanaimo R","BC","GST","GSVI","N","0","0","0","30815","0"
"T","4.2","20250205","CDFO","CDFO","03","183274","12",,,,,"2","3","2013","20140611","20140611","2FS  GSVIR0080","2FS  GSVIH0100","2FS  GSVIS0100","F","H","B","FR",,,"N","5000","53795",,,"5000","74317",,,"B","0","1","400",,,"R-Horne Lk","H-Big Qualicum River H","S-Big Qualicum R","BC","GST","GSVI","N","53795","0","74317","0","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00182598",,,,,,"2",,"2018","20200415","20200415","3F10412  160005 R","3F10412  160005 H","3F10412  160005 S02","Y","H",,"VO","26.21","135",,,,,,"5000","218905",,,,,,,,,"PURDY CR     16.0005","GEORGE ADAMS HATCHERY","GEORGE ADAMS HATCH","WA","HOOD","SKDO","N","0","0","218905","0","0"
"N","4.2","20250115","ADFG","KRAA","01","!01132KRAA03",,,,,,"2","3","2012","20130717","20130717","1F4KD252 3610010","1F4KD252 31","1F4KD252 3199998","F","H","P",,"0.59",,"N",,,,,"0000","165000",,,"W",,,,,,"CRESCENT LK 252-36 (B)","KITOI BAY","KITOI BAY H","AK","WEAK","KODI","N","0","0","0","165000","0"
"N","4.2","20250106","WDFW","RFEG","04","!04P00202935",,,,,,"2","7","2022","20230420","20230420","3F21902  240598 R","3F21902         H10","3F21902  240543 S","E","H",,,"0.45",,,,,,,"0000","48000",,,,,,,,"BO=MIXED(HxW)","CEMENT CR    24.0598","RFEG 10 WILLAPA BAY","NASELLE R    24.0543","WA","WILP","NASE","N","0","0","0","48000","0"
"T","4.2","20250205","CDFO","CDFO","03","184786","12",,,,,"2","3","2022","20240426","20240429","2FN  SKNAR2214","2FN  SKNAH2212","2FN  SKNAS2214","S","H","P",,,,"N","5000","9771",,,,,,,"B",,,,,,"R-Zymacord R","H-Spring Creek/ SKNA H","S-Zymacord R","BC","NOBC","SKNA","N","9771","0","0","0","0"
"N","4.2","20250122","ODFW","ODFW","05","!05NT1548",,,,"O","052011.0004.001","2",,"2010","20110616","20110616","5F332    0100200060","5F33202  H2     21","5F332    13","F","H","P","FR","3.11",,"N",,,,,"5000","2918",,,"C",,,,,"STEP RELEASE BY WARRENTON HS VO0105;REHNPIT TAGGED 2918 ALL FISH;  ENGELKING","SKIPANON R (COLUMBIA R-1)","BIG CR HATCHERY","BIG CR HATCHERY","OR","LOCR","YOCL","N","0","0","2918","0","0"
"T","4.2","20250115","ADFG","ADFG","01","044891","12",,,"O","012018162BERN01","2","3","2016","20180512","20180531","1F1NE115 2010100",,"1F1NE115 2010100","S","W","O",,,,"N","5000","7739",,,"5000","327",,,"C","0.0405",,,,,"BERNERS R 115-20","NA","BERNERS R 115-20","AK","SEAK","SENE","N","7739","0","327","0","0"
"T","4.2","20250205","CDFO","CDFO","03","183495","12",,,"D","032014H00002566","2","3","2012","20140522","20140522","2FS  JNSTR0106","2FS  JNSTH0106","2FS  JNSTS0106","S","H","P","FR","24","135","N","0000","19167",,,,,,,"B","0",,,,,"R-Quinsam R","H-Quinsam River H","S-Quinsam R","BC","JNST","JSVI","N","0","19167","0","0","0"
"N","4.2","20250122","ODFW","ODFW","05","!05NT2143",,,,"O","052015.0004.001","2",,"2013","20150413","20150413","5F332    0100212040","5F33214  H14    21","5F332    11","S","H","P","FR","34.1",,"N",,,,,"5000","153685","0000","462","B",,,,,"FLR 164666 non tagged release","KLASKANINE R N FK","KLASKANINE HATCHERY","SANDY HATCHERY (SANDY R)","OR","LOCR","YOCL","N","0","0","153685","462","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00200361",,,,,,"2",,"2021","20230331","20230331","3F21703  200096 R02","3F21703  200096 H02","3F21703  200096 S02","Y","H",,"FR","26.21","8",,,,,,"5000","179254","0000","3528",,,,,,"BO=MIXED(HxW)","SOL DUC R   20.0096","SOLDUC HATCHERY","SOL DUC R   20.0096","WA","NWC","QUHO","N","0","0","179254","3528","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00200393",,,,,,"2",,"2021","20230411","20230411","3F10510  080178 R","3F10510  080178 H","3F10510  080178 S","Y","H",,"FR","22.67","126",,,,,,"5000","170838",,,,,,,,,"ISSAQUAH CR  08.0178","ISSAQUAH HATCHERY","ISSAQUAH CR  08.0178","WA","MPS","LAKW","N","0","0","170838","0","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00200785",,,,,,"2",,"2022","20230420","20230420","3F10208  030435 R02","3F10208  030435 H34","3F10208  030435 S",,"H",,"FR","0.89",,,,,,,"0000","21590",,,,,,,,"BO=MIXED(HxW)","LK SHANNON (SKAG)","BAKER LK HATCHERY","BAKER R      03.0435","WA","SKAG","UPSK","N","0","0","0","21590","0"
"T","4.2","20250205","CDFO","CDFO","03","187103","12",,,,,"2","3","2021","20230510","20230510","2FS  JNSTR0106","2FS  JNSTH0106","2FS  JNSTS0106","S","H","P","FR","23.9","133","N","5000","173785",,,"5000","146737","0000","1897","B",,,,,,"R-Quinsam R","H-Quinsam River H","S-Quinsam R","BC","JNST","JSVI","N","173785","0","146737","1897","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO20135",,,,,,"2","3","2020","20210531","20210531","2FS  TOMMR0254","2FS  TOMFH1624","2FS  TOMMS0254","F","H","B",,,,"N",,,,,"0000","66",,,"C",,,,,,"R-Deadman R","H-Kamloops School","S-Deadman R","BC","FRTH","LOTR","N","0","0","0","66","0"
"N","4.2","20250115","ADFG","ADFG","01","!01172ADFG01",,,,,,"2","3","2015","20170509","20170519","1M2LC231 30","1F2UC247 5010060998","1F2LC231 3010080010","S","H","P",,"22.6",,"N",,,,,"0500","264935",,,"C",,,,,,"SEWARD LAGOON 231-30","WILLIAM JACK HERNAND","BEAR LK","AK","CEAK","LCI","N","0","0","0","264935","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00200988",,,,,,"2","7","2021","20230502","20230502","3F42001  250071 R","3F42001  250071 H","3F42001  250236 S","Y","H",,"FR","30.01","137",,,,,,"5000","635237","0000","2551",,,,,,,"DEEP R       25.0071","DEEP R NET PENS","ELOCHOMAN R  25.0236","WA","LOCR","GREL","N","0","0","635237","2551","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00201166",,,,,,"2",,"2021","20230411","20230505","3F21802  220360 R02","3F21802  220360 H","3F21802  220360 S","Y","H",,"VO","26.55","132",,,,,,"5000","353710",,,,,,,,"BO=MIXED(HxW)","SATSOP R -EF 22.0360","BINGHAM CR HATCHERY","SATSOP R     22.0360","WA","GRAY","GHLC","N","0","0","353710","0","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1979",,,,,,"2","3","2019","20200625","20200625","2FS  LWFRR2053","2FS  GSMNH1360","2FS  GSMNS0103","F","H","B",,"2.89",,"N",,,,,"0000","1000",,,"W",,,,,,"R-Eagle Cr","H-Nelson Creek H","S-Capilano R","BC","FRTH","LOFR","N","0","0","0","1000","0"
"N","4.2","20250106","WDFW","WDFW","04","!04P00201264",,,,,,"2",,"2021","20230412","20230417","3F10511  100414 R","3F10511  100414 H","3F10511  100021 S","Y","H",,"VO","23.87","124",,,,,,"0000","1507",,,,,,,,"BO=MIXED(HxW)","VOIGHT CR    10.0414","VOIGHTS CR HATCHERY","PUYALLUP R   10.0021","WA","MPS","PUYA","N","0","0","0","1507","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1982",,,,,,"2","3","2019","20200626","20200626","2FS  GSMNR6243","2FS  GSMNH1360","2FS  GSMNS0103","F","H","B",,"2.89",,"N",,,,,"0000","5138",,,"W",,,,,,"R-McDonald Cr","H-Nelson Creek H","S-Capilano R","BC","GST","GSMS","N","0","0","0","5138","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1991",,,,,,"2","3","2019","20200301","20200531","2FS  SWVIR0490","2FS  GSMSH9071","2FS  GSVIS0295","F","H","B","FR",,,"N",,,,,"0000","813",,,"C",,,,,,"R-Sooke R","H-Independent Schools","S-Goldstream R","BC","WCVI","SWVI","N","0","0","0","813","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1994",,,,,,"2","3","2019","20200625","20200625","2FS  GSVIR6692","2FS  GSVIH2537","2FS  GSVIS0118","F","H","B",,"2","30","N",,,,,"0000","9000",,,"W",,,,,,"R-Beadnell Cr","H-Lake Cowichan H","S-Cowichan R","BC","GST","GSVI","N","0","0","0","9000","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1995",,,,,,"2","3","2019","20200619","20200619","2FS  GSVIR6692","2FS  GSVIH2537","2FS  GSVIS0118","F","H","B",,"1.6","27","N",,,,,"0000","100",,,"W",,,,,,"R-Beadnell Cr","H-Lake Cowichan H","S-Cowichan R","BC","GST","GSVI","N","0","0","0","100","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO20136",,,,,,"2","3","2020","20210602","20210602","2FS  TOMMR0160","2FS  TOMMH1925","2FS  TOMMS0160","F","H","B",,,,"N",,,,,"0000","460",,,"C",,,,,,"R-Spius Cr","H-Merritt Schools","S-Spius Cr","BC","FRTH","LOTR","N","0","0","0","460","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO1997",,,,,,"2","3","2019","20200616","20200616","2FS  GSMSR0287","2FS  GSMSH0287","2FS  GSMSS0287","F","H","B",,"3.8",,"N",,,,,"0000","51178",,,"B",,,,,,"R-Nicomekl R","H-Nicomekl River H","S-Nicomekl R","BC","GST","GSMS","N","0","0","0","51178","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO19100",,,,,,"2","3","2019","20200401","20200430","2FS  GSMSR0287","2FS  GSMSH2496","2FS  GSMSS0287","F","H","B",,"0.4",,"N",,,,,"0000","1032",,,"B",,,,,,"R-Nicomekl R","H-Langley Schools","S-Nicomekl R","BC","GST","GSMS","N","0","0","0","1032","0"
"N","4.2","20250205","CDFO","CDFO","03","!03NOCO19102",,,,,,"2","3","2019","20200401","20200531","2FS  GSMSR0223","2FS  GSMSH1615","2FS  GSMSS0223","F","H","B",,"0.4",,"N",,,,,"0000","821",,,"B",,,,,,"R-L Campbell R","H-Surrey Schools","S-L Campbell R","BC","FRTH","LOFR","N","0","0","0","821","0"
